# IODP371 site U1510 Rate of penetration (ROP) and Weight on bit (WOB) data. Data are only available for below 150 m in the borehole.
depth_(m)	ROP_(m/s)	WOB_(kN)
475.4410	0.0051	199.0220
475.4910	0.0053	197.9520
475.5410	0.0053	197.5110
475.5910	0.0054	197.9520
475.6410	0.0056	197.9520
475.6910	0.0057	192.3210
475.7410	0.0058	192.1370
475.7910	0.0058	192.1370
475.8410	0.0060	192.1370
475.8910	0.0060	187.6780
475.9410	0.0061	187.6780
475.9910	0.0061	187.6780
476.0410	0.0061	187.6780
476.0910	0.0062	189.1240
476.1410	0.0062	189.1240
476.1910	0.0064	189.1240
476.2410	0.0064	190.6590
476.2910	0.0065	190.6780
476.3410	0.0065	190.8390
476.3910	0.0065	196.2880
476.4410	0.0064	196.2880
476.4910	0.0064	196.5700
476.5410	0.0063	198.8360
476.5910	0.0061	198.8360
476.6410	0.0061	198.9730
476.6910	0.0061	198.9730
476.7410	0.0061	198.5490
476.7910	0.0060	198.5490
476.8410	0.0057	198.1360
476.8910	0.0052	197.7930
476.9410	0.0052	197.6870
476.9910	0.0052	197.6410
477.0410	0.0052	197.6410
477.0910	0.0052	197.6410
477.1410	0.0052	197.6410
477.1910	0.0042	202.8700
477.2410	0.0039	204.7860
477.2910	0.0038	205.1470
477.3410	0.0038	206.5660
477.3910	0.0038	211.3410
477.4410	0.0038	212.0340
477.4910	0.0038	212.6650
477.5410	0.0042	212.6650
477.5910	0.0042	212.6650
477.6410	0.0042	212.0340
477.6910	0.0042	203.1190
477.7410	0.0042	200.3600
477.7910	0.0047	198.7530
477.8410	0.0050	198.0060
477.8910	0.0052	198.0020
477.9410	0.0054	196.7170
477.9910	0.0055	195.9600
478.0410	0.0055	195.4380
478.0910	0.0056	195.3200
478.1410	0.0056	195.3200
478.1910	0.0062	195.3200
478.2410	0.0068	195.8060
478.2910	0.0068	195.9600
478.3410	0.0068	196.9950
478.3910	0.0068	197.7040
478.4410	0.0068	199.9340
478.4910	0.0068	199.9340
478.5410	0.0068	200.2930
478.5910	0.0068	200.8430
478.6410	0.0074	200.8430
478.6910	0.0078	200.7090
478.7410	0.0078	200.8270
478.7910	0.0078	200.8270
478.8410	0.0078	200.8460
478.8910	0.0077	201.2320
478.9410	0.0076	202.0430
478.9910	0.0076	202.0430
479.0410	0.0075	202.0430
479.0910	0.0070	202.0430
479.1410	0.0070	201.4430
479.1910	0.0069	201.4430
479.2410	0.0068	201.4430
479.2910	0.0068	201.4430
479.3410	0.0068	201.6420
479.3910	0.0067	201.6420
479.4410	0.0066	201.6420
479.4910	0.0063	201.6420
479.5410	0.0063	201.2500
479.5910	0.0062	201.2500
479.6410	0.0062	201.0450
479.6910	0.0062	201.0450
479.7410	0.0062	201.0450
479.7910	0.0062	201.0450
479.8410	0.0063	201.0450
479.8910	0.0067	201.1500
479.9410	0.0071	201.3000
479.9910	0.0071	201.6530
480.0410	0.0071	201.6530
480.0910	0.0071	202.9270
480.1410	0.0071	202.9270
480.1910	0.0067	202.9270
480.2410	0.0066	202.9270
480.2910	0.0066	203.9570
480.3410	0.0066	203.4340
480.3910	0.0063	203.4340
480.4410	0.0060	203.4340
480.4910	0.0058	203.4340
480.5410	0.0055	203.0670
480.5910	0.0054	202.8910
480.6410	0.0054	202.8910
480.6910	0.0054	202.8910
480.7410	0.0054	202.8910
480.7910	0.0054	202.8910
480.8410	0.0054	202.8910
480.8910	0.0049	217.4180
480.9410	0.0049	223.6100
480.9910	0.0049	224.4690
481.0410	0.0049	225.6140
481.0910	0.0049	226.0750
481.1410	0.0050	226.0750
481.1910	0.0053	226.0750
481.2410	0.0056	226.0750
481.2910	0.0064	226.0750
481.3410	0.0064	225.7350
481.3910	0.0068	225.7350
481.4410	0.0068	225.1070
481.4910	0.0068	224.9980
481.5410	0.0068	223.9050
481.5910	0.0063	213.3130
481.6410	0.0063	212.8590
481.6910	0.0063	212.7970
481.7410	0.0063	212.7480
481.7910	0.0064	212.7480
481.8410	0.0065	212.7480
481.8910	0.0066	212.7480
481.9410	0.0066	217.4900
481.9910	0.0066	217.6940
